code_commune;nom_commune;region;departement;population;strate_population;commune_rurale;commune_montagne;commune_touristique;tranche_revenu_habitant;recettes_fonctionnement_par_hab;depenses_fonctionnement_par_hab;frais_personnel_par_hab;depenses_equipement_par_hab;epargne_brute_par_hab;encours_dette_par_hab;dotation_etat_par_hab;impots_locaux_par_hab
60312;Héricourt-sur-Thérain;Hauts-de-France;Oise;117;1;Oui;Non;Non;1;1038.88;625.88;238.87;0.0;412.99;406.93;237.65;256.58
43168;Saint-Arcons-de-Barges;Auvergne-Rhône-Alpes;Haute-Loire;117;1;Oui;Oui;Non;1;1229.78;1000.04;149.85;1315.7;229.73;3700.53;486.44;230.79
88041;Bazegney;Grand Est;Vosges;117;1;Oui;Non;Non;2;1270.65;687.8;76.25;11.82;582.85;1033.4;272.79;142.17
51348;Marfaux;Grand Est;Marne;117;1;Oui;Non;Non;3;850.05;556.95;128.62;1382.15;293.1;1343.28;77.68;305.97
39163;Condes;Bourgogne-Franche-Comté;Jura;117;1;Oui;Non;Non;3;1017.04;661.29;99.09;139.51;355.76;2776.54;20.44;204.63
76356;Hermanville;Normandie;Seine-Maritime;117;1;Oui;Non;Non;3;850.77;579.64;182.18;0.0;271.14;102.52;173.85;257.13
64388;Momy;Nouvelle-Aquitaine;Pyrénées-Atlantiques;117;1;Oui;Non;Non;2;1052.05;672.36;46.8;619.07;379.69;3.42;203.6;162.9
55349;Montigny-devant-Sassey;Grand Est;Meuse;117;1;Oui;Non;Non;2;783.73;622.53;216.33;1399.41;161.2;1364.26;126.2;160.58
80118;Boufflers;Hauts-de-France;Somme;117;1;Oui;Non;Non;1;837.84;588.73;124.64;15.28;249.11;3.85;149.5;427.94
32461;Verlus;Occitanie;Gers;117;1;Oui;Non;Non;1;682.27;394.71;103.39;1246.53;287.56;678.43;376.36;87.1
40073;Castelner;Nouvelle-Aquitaine;Landes;117;1;Oui;Non;Non;1;769.46;583.02;108.33;151.9;186.43;5.3;160.8;183.94
55399;Pareid;Grand Est;Meuse;117;1;Oui;Non;Non;1;691.27;503.95;83.77;47.17;187.32;1392.17;251.32;141.98
09192;Miglos;Occitanie;Ariège;117;1;Oui;Oui;Non;2;1716.09;1779.56;395.23;1383.83;-63.48;709.58;292.33;687.15
45074;La Chapelle-Onzerain;Centre-Val de Loire;Loiret;117;1;Oui;Non;Non;2;715.12;506.65;143.19;46.53;208.47;0.0;82.09;208.13
48079;Lajo;Occitanie;Lozère;117;1;Oui;Oui;Non;1;1570.42;641.55;81.1;1870.61;928.87;555.58;284.11;98.93
32376;Sainte-Gemme;Occitanie;Gers;117;1;Oui;Non;Non;1;715.45;591.51;229.53;480.05;123.94;433.44;334.26;184.21
02819;Vincy-Reuil-et-Magny;Hauts-de-France;Aisne;117;1;Oui;Non;Non;1;514.8;508.33;170.36;0.0;6.47;4.44;89.5;255.47
23171;Sermur;Nouvelle-Aquitaine;Creuse;117;1;Oui;Oui;Non;1;1303.19;807.81;342.99;914.38;495.38;351.37;635.33;452.93
36028;La Buxerette;Centre-Val de Loire;Indre;117;1;Oui;Non;Non;1;1253.03;898.32;375.87;92.51;354.72;0.0;497.33;406.81
17473;Villemorin;Nouvelle-Aquitaine;Charente-Maritime;117;1;Oui;Non;Non;2;633.17;503.36;265.71;29.22;129.82;120.3;93.32;343.74
79124;Les Forges;Nouvelle-Aquitaine;Deux-Sèvres;117;1;Oui;Non;Non;2;1689.33;1125.51;255.41;794.6;563.82;1184.27;295.68;731.56
52122;Chaumont-la-Ville;Grand Est;Haute-Marne;117;1;Oui;Non;Non;0;1544.1;518.58;58.55;923.15;1025.52;50.58;123.45;234.93
48163;Saint-Julien-des-Points;Occitanie;Lozère;117;1;Oui;Oui;Non;1;1791.68;1541.27;937.58;304.31;250.41;1091.02;453.53;396.41
25268;Germéfontaine;Bourgogne-Franche-Comté;Doubs;117;1;Oui;Oui;Non;1;1702.27;1070.86;106.88;762.86;631.42;171.84;141.19;259.51
01121;Corlier;Auvergne-Rhône-Alpes;Ain;117;1;Oui;Oui;Non;2;1823.4;1621.94;92.28;74.13;201.45;5.38;122.74;587.84
2B289;Soveria;Corse;Haute-Corse;117;1;Oui;Oui;Non;2;1197.57;708.91;0.0;114.46;488.66;1536.86;253.25;371.11
26127;Eygaliers;Auvergne-Rhône-Alpes;Drôme;117;1;Oui;Oui;Non;1;964.45;705.65;131.15;302.19;258.8;1353.94;200.63;388.67
57161;Cutting;Grand Est;Moselle;117;1;Oui;Non;Non;2;924.3;701.56;134.89;113.91;222.74;21.37;133.69;314.38
52392;Plesnoy;Grand Est;Haute-Marne;117;1;Oui;Non;Non;1;735.13;360.73;41.89;557.05;374.4;83.2;74.97;202.53
70409;Pierrecourt;Bourgogne-Franche-Comté;Haute-Saône;117;1;Oui;Non;Non;1;673.6;608.23;64.47;25.85;65.37;335.11;116.24;213.75
55023;Avocourt;Grand Est;Meuse;117;1;Oui;Non;Non;1;845.07;594.0;175.36;734.8;251.06;499.49;194.2;192.63
51132;Les Charmontois;Grand Est;Marne;117;1;Oui;Non;Non;2;1057.89;618.24;187.57;249.48;439.64;75.11;247.41;188.22
31405;Ore;Occitanie;Haute-Garonne;117;1;Oui;Oui;Non;1;814.3;714.48;141.93;67.7;99.82;136.3;136.6;313.87
02682;Saint-Mard;Hauts-de-France;Aisne;117;1;Oui;Non;Non;1;685.86;572.94;227.98;148.44;112.91;103.57;173.24;246.26
57053;Bassing;Grand Est;Moselle;117;1;Oui;Non;Non;2;1173.33;928.22;129.9;1373.13;245.11;2492.79;83.08;357.01
21677;Vic-des-Prés;Bourgogne-Franche-Comté;Côte-d'Or;117;1;Oui;Non;Non;1;1666.88;981.43;142.21;544.22;685.45;10.0;209.22;173.56
21688;Villars-Fontaine;Bourgogne-Franche-Comté;Côte-d'Or;117;1;Oui;Non;Non;3;1129.46;1081.37;192.27;805.04;48.09;2331.83;36.99;567.55
88129;Derbamont;Grand Est;Vosges;117;1;Oui;Non;Non;1;1100.49;808.46;90.5;0.0;292.03;906.74;211.16;266.69
07257;Saint-Julien-le-Roux;Auvergne-Rhône-Alpes;Ardèche;117;1;Oui;Oui;Non;1;1219.8;605.84;129.65;675.72;613.96;238.53;510.37;252.9
16042;Bessé;Nouvelle-Aquitaine;Charente;117;1;Oui;Non;Non;2;866.49;832.63;272.92;137.3;33.86;68.56;149.18;513.69
16377;La Tâche;Nouvelle-Aquitaine;Charente;116;1;Oui;Non;Non;1;1089.28;639.06;197.2;12.99;450.22;0.0;185.49;580.43
54511;Sponville;Grand Est;Meurthe-et-Moselle;116;1;Oui;Non;Non;2;573.76;374.02;0.0;99.82;199.74;987.78;121.38;-24.67
21357;Louesme;Bourgogne-Franche-Comté;Côte-d'Or;116;1;Oui;Non;Non;1;1003.41;1142.84;208.56;73.88;-139.42;341.96;150.0;323.34
08210;Hannogne-Saint-Rémy;Grand Est;Ardennes;116;1;Oui;Non;Non;2;596.14;403.93;114.53;2.05;192.21;83.34;64.88;306.35
15097;Lastic;Auvergne-Rhône-Alpes;Cantal;116;1;Oui;Oui;Non;0;1132.88;661.5;139.93;328.95;471.38;1151.14;471.7;205.63
25094;Bretigney-Notre-Dame;Bourgogne-Franche-Comté;Doubs;116;1;Oui;Non;Non;1;736.16;443.61;86.72;172.03;292.55;102.65;129.27;129.85
89386;Sennevoy-le-Haut;Bourgogne-Franche-Comté;Yonne;116;1;Oui;Non;Non;1;835.19;903.3;133.21;163.51;-68.11;0.0;302.08;255.75
27149;La Chapelle-Hareng;Normandie;Eure;116;1;Oui;Non;Non;1;815.35;550.43;131.24;0.0;264.91;12.51;226.06;417.27
08348;Puiseux;Grand Est;Ardennes;116;1;Oui;Non;Non;1;843.58;529.2;133.62;24.01;314.39;536.71;221.6;214.37
24495;Saint-Romain-de-Monpazier;Nouvelle-Aquitaine;Dordogne;116;1;Oui;Non;Non;1;963.36;590.96;54.59;224.18;372.41;2.78;214.49;388.02
45125;Dimancheville;Centre-Val de Loire;Loiret;116;1;Oui;Non;Non;2;723.41;486.3;114.25;426.9;237.12;430.17;73.91;258.59
45218;Le Moulinet-sur-Solin;Centre-Val de Loire;Loiret;116;1;Oui;Non;Non;2;1359.11;1117.78;484.81;397.68;241.34;605.24;110.71;609.07
57675;Torcheville;Grand Est;Moselle;116;1;Oui;Non;Non;2;1072.41;816.56;184.35;155.69;255.85;2492.63;206.53;327.65
12166;Murols;Occitanie;Aveyron;116;1;Oui;Oui;Non;0;1179.74;941.78;432.42;349.0;237.96;301.05;395.51;415.53
21218;Curtil-Saint-Seine;Bourgogne-Franche-Comté;Côte-d'Or;116;1;Oui;Non;Non;3;670.15;456.63;101.6;35.66;213.52;0.0;158.32;256.49
2A295;Sant'Andréa-d'Orcino;Corse;Corse-du-Sud;116;1;Oui;Oui;Non;2;2088.81;1000.25;416.13;239.19;1088.56;1404.33;431.57;746.73
65033;Arrodets-ez-Angles;Occitanie;Hautes-Pyrénées;116;1;Oui;Oui;Non;2;877.41;582.55;146.36;93.73;294.86;9.05;202.48;358.74
45023;Batilly-en-Puisaye;Centre-Val de Loire;Loiret;116;1;Oui;Non;Non;1;1411.0;1010.75;394.86;52.85;400.24;6.88;224.76;438.86
70423;Preigney;Bourgogne-Franche-Comté;Haute-Saône;116;1;Oui;Non;Non;1;2248.47;1401.7;220.38;144.46;846.77;675.81;150.84;160.41
70127;Chantes;Bourgogne-Franche-Comté;Haute-Saône;116;1;Oui;Non;Non;1;658.31;629.12;163.65;71.64;29.19;0.0;129.74;61.43
71554;Varenne-l'Arconce;Bourgogne-Franche-Comté;Saône-et-Loire;116;1;Oui;Non;Non;1;1247.73;685.77;192.04;296.13;561.96;548.06;86.32;480.93
51619;Le Vieil-Dampierre;Grand Est;Marne;116;1;Oui;Non;Non;1;682.78;459.23;70.73;154.79;223.55;90.84;200.66;174.04
90027;Courcelles;Bourgogne-Franche-Comté;Territoire de Belfort;116;1;Oui;Non;Non;4;1059.02;921.11;250.43;12.67;137.91;1320.76;159.65;198.42
11312;Ribouisse;Occitanie;Aude;116;1;Oui;Non;Non;1;992.4;837.63;246.46;1859.0;154.78;1658.56;304.28;409.9
10069;Buxières-sur-Arce;Grand Est;Aube;116;1;Oui;Non;Non;3;2131.67;726.84;180.45;333.77;1404.84;1081.08;;1152.06
25474;Le Puy;Bourgogne-Franche-Comté;Doubs;116;1;Oui;Non;Non;1;1115.04;534.65;168.34;55.64;580.39;1132.37;174.22;158.24
32466;Viozan;Occitanie;Gers;116;1;Oui;Non;Non;1;779.95;872.36;149.03;2.09;-92.41;8.45;335.43;67.91
84130;Suzette;Provence-Alpes-Côte d'Azur;Vaucluse;116;1;Oui;Non;Non;2;1030.62;960.4;356.21;340.51;70.22;11.6;158.26;300.71
55028;Bantheville;Grand Est;Meuse;116;1;Oui;Non;Non;1;1070.31;489.01;138.1;114.96;581.3;1437.44;82.34;234.67
80825;Wiry-au-Mont;Hauts-de-France;Somme;116;1;Oui;Non;Non;1;515.59;390.87;152.29;112.33;124.72;3.88;155.51;186.13
08324;Neuvizy;Grand Est;Ardennes;116;1;Oui;Non;Non;1;1225.22;633.66;145.87;441.37;591.55;269.49;146.2;269.91
55148;Delouze-Rosières;Grand Est;Meuse;116;1;Oui;Non;Non;1;1196.09;901.38;252.6;4579.44;294.71;5614.15;22.65;443.72
54499;Seicheprey;Grand Est;Meurthe-et-Moselle;116;1;Oui;Non;Non;2;1084.88;594.56;14.61;213.05;490.32;1655.34;119.03;105.13
02417;Lempire;Hauts-de-France;Aisne;116;1;Oui;Non;Non;1;678.45;559.75;158.13;83.42;118.7;0.0;104.28;461.9
58098;Dirol;Bourgogne-Franche-Comté;Nièvre;116;1;Oui;Non;Non;2;804.59;560.35;112.13;138.17;244.24;164.95;134.53;269.48
31060;Bélesta-en-Lauragais;Occitanie;Haute-Garonne;116;1;Oui;Non;Non;1;971.72;462.92;84.01;485.54;508.8;47.09;75.6;355.18
70436;Raincourt;Bourgogne-Franche-Comté;Haute-Saône;116;1;Oui;Non;Non;1;1553.79;712.68;115.3;474.82;841.11;145.02;137.72;169.64
50062;Boisyvon;Normandie;Manche;116;1;Oui;Non;Non;1;601.27;392.8;68.75;0.0;208.47;165.64;218.72;202.56
56256;Tréhorenteuc;Bretagne;Morbihan;116;1;Oui;Non;Non;1;1375.88;825.99;217.7;3680.05;549.88;2543.67;150.91;394.1
51469;Rouffy;Grand Est;Marne;116;1;Oui;Non;Non;2;991.77;448.89;77.1;566.99;542.88;708.26;96.41;218.84
58191;Neuilly;Bourgogne-Franche-Comté;Nièvre;116;1;Oui;Non;Non;1;973.7;892.03;283.98;233.87;81.68;5.35;268.67;350.94
58150;Lys;Bourgogne-Franche-Comté;Nièvre;116;1;Oui;Non;Non;1;776.05;727.77;242.27;76.04;48.28;807.58;195.66;221.31
58139;Lanty;Bourgogne-Franche-Comté;Nièvre;116;1;Oui;Non;Non;1;1464.86;1209.06;430.62;185.12;255.8;5.6;374.81;551.47
70445;Rignovelle;Bourgogne-Franche-Comté;Haute-Saône;116;1;Oui;Non;Non;1;875.42;776.38;80.82;1258.35;99.05;3151.84;144.78;147.55
71166;Cuzy;Bourgogne-Franche-Comté;Saône-et-Loire;116;1;Oui;Non;Non;2;1299.43;1037.03;204.62;267.4;262.39;1078.62;152.38;770.57
39196;Les Deux-Fays;Bourgogne-Franche-Comté;Jura;116;1;Oui;Non;Non;1;1106.61;695.26;28.63;566.14;411.35;6.03;165.55;104.79
10046;Blaincourt-sur-Aube;Grand Est;Aube;116;1;Oui;Non;Non;2;482.22;326.96;54.72;112.41;155.26;137.06;103.72;192.35
70199;Dampvalley-lès-Colombe;Bourgogne-Franche-Comté;Haute-Saône;116;1;Oui;Non;Non;1;1629.26;837.49;118.92;1021.91;791.77;0.0;108.75;425.79
81127;Lacroisille;Occitanie;Tarn;116;1;Oui;Non;Non;2;953.02;564.34;61.25;276.44;388.68;650.26;120.7;294.48
07242;Saint-Gineys-en-Coiron;Auvergne-Rhône-Alpes;Ardèche;116;1;Oui;Oui;Non;2;1437.08;1905.2;214.72;0.0;-468.11;1105.28;398.82;370.25
2B105;Erbajolo;Corse;Haute-Corse;116;1;Oui;Oui;Non;1;1513.27;917.54;99.09;183.14;595.73;0.0;332.81;672.12
66034;Campôme;Occitanie;Pyrénées-Orientales;116;1;Oui;Oui;Non;1;1242.48;898.35;234.69;1209.57;344.13;748.78;293.22;248.72
67334;Niedersteinbach;Grand Est;Bas-Rhin;116;1;Oui;Non;Non;3;1891.45;1389.71;159.47;2735.15;501.74;247.91;115.17;541.29
52272;Lanty-sur-Aube;Grand Est;Haute-Marne;116;1;Oui;Non;Non;2;1069.23;968.09;152.64;836.42;101.14;0.0;97.15;430.69
70524;Vauchoux;Bourgogne-Franche-Comté;Haute-Saône;116;1;Oui;Non;Non;1;899.19;602.98;83.42;534.54;296.21;5113.62;69.06;71.22
30246;Sainte-Croix-de-Caderle;Occitanie;Gard;116;1;Oui;Oui;Non;1;705.56;530.08;231.98;60.49;175.48;904.53;91.58;292.99
53270;Vieuvy;Pays de la Loire;Mayenne;116;1;Oui;Non;Non;1;827.44;645.27;315.93;20.35;182.17;543.05;197.08;237.13
63313;Saint-Alyre-ès-Montagne;Auvergne-Rhône-Alpes;Puy-de-Dôme;116;1;Oui;Oui;Non;1;2147.8;1342.69;507.22;933.71;805.11;8.28;693.15;685.64
19104;Lamongerie;Nouvelle-Aquitaine;Corrèze;116;1;Oui;Non;Non;2;1510.22;742.66;293.47;481.58;767.56;3422.97;292.78;346.08
61268;Ménil-Hubert-en-Exmes;Normandie;Orne;115;1;Oui;Non;Non;2;547.2;367.46;99.81;63.77;179.74;3.65;151.4;137.3
32023;Avezan;Occitanie;Gers;115;0;Oui;Non;Non;1;3043.08;1037.65;138.7;146.44;2005.43;2862.84;419.03;382.2
34011;Arboras;Occitanie;Hérault;115;1;Oui;Non;Oui;2;1171.79;795.53;246.81;1109.92;376.26;521.6;148.73;341.75
34125;Lagamas;Occitanie;Hérault;115;1;Oui;Non;Oui;3;636.29;502.78;173.02;0.0;133.51;0.0;171.71;106.3
70106;Buffignécourt;Bourgogne-Franche-Comté;Haute-Saône;115;1;Oui;Non;Non;1;1763.15;755.15;87.74;96.31;1008.0;149.35;164.54;48.18
16203;Mainzac;Nouvelle-Aquitaine;Charente;115;1;Oui;Non;Non;1;634.73;584.53;248.39;88.19;50.21;218.1;225.83;258.86
39423;Plaisia;Bourgogne-Franche-Comté;Jura;115;1;Oui;Non;Non;2;856.48;708.99;89.97;113.94;147.49;141.66;82.24;222.92
65143;Chelle-Spou;Occitanie;Hautes-Pyrénées;115;1;Oui;Oui;Non;1;1132.05;418.16;6.06;147.83;713.89;433.88;354.42;98.9
21310;Grosbois-en-Montagne;Bourgogne-Franche-Comté;Côte-d'Or;115;1;Oui;Non;Non;1;1050.28;738.0;74.81;50.02;312.28;550.76;168.9;333.23
72277;Saint-Denis-des-Coudrais;Pays de la Loire;Sarthe;115;1;Oui;Non;Non;1;1228.53;608.48;190.76;339.79;620.05;1273.55;149.3;359.72
42034;Cervières;Auvergne-Rhône-Alpes;Loire;115;1;Oui;Oui;Non;1;1114.22;887.38;377.86;166.89;226.83;744.27;107.35;493.01
32141;Gaujan;Occitanie;Gers;115;1;Oui;Non;Non;1;924.71;693.43;75.71;114.78;231.28;614.14;378.89;181.77
09129;Galey;Occitanie;Ariège;115;1;Oui;Oui;Non;1;1187.14;935.67;317.52;258.38;251.47;347.01;474.7;361.3
25252;Fourcatier-et-Maison-Neuve;Bourgogne-Franche-Comté;Doubs;115;1;Oui;Oui;Non;3;1477.45;1248.29;100.87;103.25;229.16;633.87;275.01;145.23
62322;Famechon;Hauts-de-France;Pas-de-Calais;115;1;Oui;Non;Non;1;799.72;828.95;231.38;1188.66;-29.24;1083.07;199.41;217.5
25131;Châtelblanc;Bourgogne-Franche-Comté;Doubs;115;1;Oui;Oui;Non;3;1684.92;839.5;115.6;273.21;845.42;897.24;314.3;375.94
2B147;Lozzi;Corse;Haute-Corse;115;1;Oui;Oui;Non;1;2115.26;1525.19;750.33;2429.3;590.07;2749.49;760.16;630.44
50258;Joganville;Normandie;Manche;115;0;Oui;Non;Non;1;479.51;264.32;67.68;139.94;215.2;4.76;152.45;135.85
50055;Biniville;Normandie;Manche;115;1;Oui;Non;Non;1;556.59;446.93;82.03;652.0;109.66;162.1;110.39;298.76
02551;Neuville-sur-Margival;Hauts-de-France;Aisne;115;1;Oui;Non;Non;1;1042.87;779.48;185.88;648.54;263.39;948.77;212.48;351.72
54190;Fécocourt;Grand Est;Meurthe-et-Moselle;115;1;Oui;Non;Non;1;887.24;663.38;83.38;100.26;223.85;1252.72;196.29;140.1
47200;Parranquet;Nouvelle-Aquitaine;Lot-et-Garonne;115;1;Oui;Non;Non;2;1248.64;583.72;114.62;91.08;664.92;921.61;345.83;357.02
39312;Marigna-sur-Valouse;Bourgogne-Franche-Comté;Jura;115;1;Oui;Non;Non;2;1136.33;751.87;54.45;452.47;384.45;185.64;192.7;278.38
47164;Mazières-Naresse;Nouvelle-Aquitaine;Lot-et-Garonne;115;1;Oui;Non;Non;2;1084.53;590.39;79.65;157.78;494.14;725.51;144.47;410.22
51642;Villiers-aux-Corneilles;Grand Est;Marne;115;1;Oui;Non;Non;2;607.67;317.07;150.86;19.24;290.6;7.39;140.26;145.88
48179;Saint-Privat-du-Fau;Occitanie;Lozère;115;1;Oui;Oui;Non;1;2171.37;1358.83;111.15;407.16;812.54;7.74;535.07;181.88
74060;La Chapelle-Saint-Maurice;Auvergne-Rhône-Alpes;Haute-Savoie;115;1;Oui;Oui;Non;2;2753.26;2063.28;549.99;120.21;689.98;1958.56;168.9;268.02
52415;Rançonnières;Grand Est;Haute-Marne;115;1;Oui;Non;Non;1;734.23;590.22;0.31;223.77;144.02;727.69;101.53;284.55
55062;Bouconville-sur-Madt;Grand Est;Meuse;115;1;Oui;Non;Non;1;1597.96;1167.44;91.1;102.83;430.52;881.82;140.23;181.67
21108;Brianny;Bourgogne-Franche-Comté;Côte-d'Or;115;1;Oui;Non;Non;1;578.72;344.16;72.52;478.77;234.56;9.93;162.03;248.91
31041;Bagiry;Occitanie;Haute-Garonne;115;1;Oui;Oui;Non;1;832.02;728.97;118.71;1050.66;103.05;1559.57;202.08;477.98
31122;Casties-Labrande;Occitanie;Haute-Garonne;115;1;Oui;Non;Non;1;908.73;577.01;94.31;315.34;331.72;707.07;273.8;185.38
89020;Asnières-sous-Bois;Bourgogne-Franche-Comté;Yonne;115;1;Oui;Non;Non;2;1503.36;1357.51;430.51;647.95;145.85;513.27;277.72;632.31
07266;Sainte-Marguerite-Lafigère;Auvergne-Rhône-Alpes;Ardèche;115;1;Oui;Oui;Non;0;2528.19;1670.73;781.83;288.12;857.46;887.31;125.43;1087.24
51325;Lisse-en-Champagne;Grand Est;Marne;115;1;Oui;Non;Non;2;701.91;536.34;160.71;255.99;165.57;190.99;107.54;187.23
39117;Chatelay;Bourgogne-Franche-Comté;Jura;115;1;Oui;Non;Non;1;955.3;428.09;13.45;117.65;527.21;148.32;192.43;265.09
14473;Notre-Dame-de-Livaye;Normandie;Calvados;115;1;Oui;Non;Non;3;667.56;403.03;133.33;1872.61;264.53;0.0;108.3;323.32
09190;Mérigon;Occitanie;Ariège;115;1;Oui;Oui;Non;1;1045.81;726.3;109.66;352.37;319.51;9.19;429.96;282.66
43103;Grenier-Montgon;Auvergne-Rhône-Alpes;Haute-Loire;115;1;Oui;Oui;Non;1;1250.41;905.78;214.56;4944.42;344.63;2500.19;164.56;567.48
43183;Sainte-Eugénie-de-Villeneuve;Auvergne-Rhône-Alpes;Haute-Loire;115;1;Oui;Oui;Non;1;1313.91;998.47;275.02;4975.78;315.45;6345.61;359.09;219.17
88529;Xaronval;Grand Est;Vosges;115;1;Oui;Non;Non;1;770.72;606.58;35.53;54.31;164.13;249.45;248.08;276.49
54468;Saffais;Grand Est;Meurthe-et-Moselle;115;1;Oui;Non;Non;2;554.42;382.62;60.68;94.84;171.8;262.33;128.42;127.1
25488;Rennes-sur-Loue;Bourgogne-Franche-Comté;Doubs;115;1;Oui;Non;Non;1;1390.86;760.01;12.29;1322.23;630.85;165.84;182.86;171.86
10327;La Rothière;Grand Est;Aube;115;1;Oui;Non;Non;1;1104.33;626.32;72.45;64.99;478.01;0.0;14.7;224.88
80480;Lignières-en-Vimeu;Hauts-de-France;Somme;115;1;Oui;Non;Non;1;761.89;429.82;152.04;263.86;332.07;0.0;242.07;183.24
31543;Sénarens;Occitanie;Haute-Garonne;115;1;Oui;Non;Non;1;1301.28;1247.85;584.44;221.87;53.44;205.1;158.54;204.64
19027;Bonnefond;Nouvelle-Aquitaine;Corrèze;115;1;Oui;Oui;Non;1;1865.85;1260.55;495.72;215.58;605.3;2070.52;503.38;708.98
09097;Clermont;Occitanie;Ariège;115;1;Oui;Oui;Non;0;1216.98;557.46;96.71;455.87;659.53;799.47;405.96;296.99
23175;Sous-Parsat;Nouvelle-Aquitaine;Creuse;115;1;Oui;Non;Non;2;1074.81;1096.09;573.33;339.95;-21.29;365.32;281.41;465.94
39469;Rouffange;Bourgogne-Franche-Comté;Jura;115;1;Oui;Non;Non;1;856.67;478.07;54.27;39.48;378.59;474.7;165.59;178.67
51206;Dampierre-le-Château;Grand Est;Marne;115;1;Oui;Non;Non;1;573.05;447.76;134.9;14.08;125.29;0.0;127.77;222.44
50022;Aumeville-Lestre;Normandie;Manche;115;1;Oui;Non;Non;2;742.54;590.1;99.56;1232.82;152.43;1032.84;152.13;422.43
67225;Issenhausen;Grand Est;Bas-Rhin;115;1;Oui;Non;Non;2;581.54;441.7;23.31;359.18;139.84;6.59;73.89;126.86
52103;Champigny-sous-Varennes;Grand Est;Haute-Marne;115;1;Oui;Non;Non;1;1208.11;708.91;186.49;52.51;499.2;824.79;145.97;530.14
60503;Le Ployron;Hauts-de-France;Oise;115;1;Oui;Non;Non;1;1042.75;974.16;443.28;49.65;68.59;4.78;165.24;312.5
88049;Belmont-lès-Darney;Grand Est;Vosges;115;1;Oui;Non;Non;4;1966.09;904.38;106.1;857.84;1061.71;1462.66;254.43;194.51
65333;Oléac-Dessus;Occitanie;Hautes-Pyrénées;115;1;Oui;Oui;Non;2;728.28;592.97;69.64;1065.95;135.31;612.1;210.84;268.97
55242;Hennemont;Grand Est;Meuse;115;1;Oui;Non;Non;1;1792.52;836.15;111.49;330.29;956.37;518.06;20.28;339.49
32267;Monferran-Plavès;Occitanie;Gers;115;1;Oui;Non;Non;1;919.26;735.99;86.91;356.56;183.26;595.21;358.73;321.84
02641;Renneval;Hauts-de-France;Aisne;115;1;Oui;Non;Non;1;832.12;610.7;92.55;421.47;221.42;42.67;177.85;334.31
31529;Samouillan;Occitanie;Haute-Garonne;114;1;Oui;Non;Non;1;582.46;427.74;73.12;440.19;154.72;353.22;117.77;196.01
80638;Potte;Hauts-de-France;Somme;114;1;Oui;Non;Non;2;765.4;424.23;114.83;702.23;341.17;0.0;65.18;461.79
47008;Ambrus;Nouvelle-Aquitaine;Lot-et-Garonne;114;1;Oui;Non;Non;1;1004.84;609.74;211.74;639.59;395.11;3.68;190.5;214.14
70486;Semmadon;Bourgogne-Franche-Comté;Haute-Saône;114;1;Oui;Non;Non;1;1642.46;1038.32;248.56;1325.29;604.15;1158.57;127.78;184.55
39336;Molain;Bourgogne-Franche-Comté;Jura;114;1;Oui;Non;Non;2;1238.3;504.57;89.4;192.2;733.73;3.95;90.7;373.93
08432;Sury;Grand Est;Ardennes;114;1;Oui;Non;Non;2;1206.77;843.06;116.75;504.21;363.71;0.0;19.32;839.5
02742;Thiernu;Hauts-de-France;Aisne;114;1;Oui;Non;Non;0;800.89;777.05;246.72;194.47;23.84;558.37;109.12;416.73
55068;Brabant-en-Argonne;Grand Est;Meuse;114;1;Oui;Non;Non;1;1170.35;713.06;226.84;734.03;457.28;546.86;322.22;192.97
17035;Bazauges;Nouvelle-Aquitaine;Charente-Maritime;114;1;Oui;Non;Non;2;1166.83;837.61;279.5;249.7;329.22;445.0;122.43;504.85
10054;Bourdenay;Grand Est;Aube;114;1;Oui;Non;Non;2;672.55;422.88;0.0;67.64;249.67;36.1;99.36;349.81
51324;Linthes;Grand Est;Marne;114;1;Oui;Non;Non;2;790.55;954.63;180.68;85.33;-164.08;247.74;59.71;477.04
30332;Trèves;Occitanie;Gard;114;1;Oui;Oui;Non;2;3902.31;2727.43;1362.68;403.34;1174.87;5143.69;579.11;753.57
64414;Narp;Nouvelle-Aquitaine;Pyrénées-Atlantiques;114;1;Oui;Non;Non;1;1022.6;816.77;103.72;259.64;205.84;1561.58;109.99;388.5
54187;Euvezin;Grand Est;Meurthe-et-Moselle;114;1;Oui;Non;Non;1;1296.24;866.21;215.7;5161.21;430.03;5221.63;212.78;90.6
87132;Saint-Amand-le-Petit;Nouvelle-Aquitaine;Haute-Vienne;114;1;Oui;Oui;Non;1;1901.33;1294.8;243.75;2081.24;606.53;6.14;428.0;476.22
72015;Les Aulneaux;Pays de la Loire;Sarthe;114;1;Oui;Non;Non;1;1127.35;620.52;204.34;92.5;506.83;273.12;166.8;434.54
80437;Heucourt-Croquoison;Hauts-de-France;Somme;114;1;Oui;Non;Non;1;883.08;664.21;364.74;0.0;218.87;183.27;255.7;313.86
65474;Villembits;Occitanie;Hautes-Pyrénées;114;1;Oui;Non;Non;1;641.71;388.83;75.11;211.51;252.87;315.12;269.32;113.46
55306;Louppy-sur-Loison;Grand Est;Meuse;114;1;Oui;Non;Non;2;1529.52;851.52;96.12;174.84;678.01;1311.84;247.04;156.9
67198;Hinsbourg;Grand Est;Bas-Rhin;114;1;Oui;Non;Non;2;1334.91;964.18;262.3;289.16;370.73;551.8;72.26;315.65
